    563,           6.,         -15.,  -5.80000019
    564,          7.5,         -15.,  -5.80000019
    565,           9.,         -15.,  -5.80000019
    566,         10.5,         -15.,  -5.80000019
    567,          12.,         -15.,  -5.80000019
    568,         13.5,         -15.,  -5.80000019
    569,          15.,         -15.,  -5.80000019
    570,         16.5,         -15.,  -5.80000019
    571,          18.,         -15.,  -5.80000019
    572,         19.5,         -15.,  -5.80000019
    573,         -12.,        -13.5,  -5.80000019
    574,        -10.5,        -13.5,  -5.80000019
    575,          -9.,        -13.5,  -5.80000019
    576,         -7.5,        -13.5,  -5.80000019
    577,          -6.,        -13.5,  -5.80000019
    578,         -4.5,        -13.5,  -5.80000019
    579,          -3.,        -13.5,  -5.80000019
    580,         -1.5,        -13.5,  -5.80000019
    581, 2.23517006e-07,        -13.5,  -5.80000019
    582,          1.5,        -13.5,  -5.80000019
    583,           3.,        -13.5,  -5.80000019
    584,          4.5,        -13.5,  -5.80000019
    585,           6.,        -13.5,  -5.80000019
    586,          7.5,        -13.5,  -5.80000019
    587,           9.,        -13.5,  -5.80000019
    588,         10.5,        -13.5,  -5.80000019
    589,          12.,        -13.5,  -5.80000019
    590,         13.5,        -13.5,  -5.80000019
    591,          15.,        -13.5,  -5.80000019
    592,         16.5,        -13.5,  -5.80000019
    593,          18.,        -13.5,  -5.80000019
    594,         19.5,        -13.5,  -5.80000019
    595,         -12.,         -12.,  -5.80000019
    596,        -10.5,         -12.,  -5.80000019
    597,          -9.,         -12.,  -5.80000019
    598,         -7.5,         -12.,  -5.80000019
    599,          -6.,         -12.,  -5.80000019
    600,         -4.5,         -12.,  -5.80000019
    601,          -3.,         -12.,  -5.80000019
    602,         -1.5,         -12.,  -5.80000019
    603, 2.23517006e-07,         -12.,  -5.80000019
    604,          1.5,         -12.,  -5.80000019
    605,           3.,         -12.,  -5.80000019
    606,          4.5,         -12.,  -5.80000019
    607,           6.,         -12.,  -5.80000019
    608,          7.5,         -12.,  -5.80000019
    609,           9.,         -12.,  -5.80000019
    610,         10.5,         -12.,  -5.80000019
    611,          12.,         -12.,  -5.80000019
    612,         13.5,         -12.,  -5.80000019
    613,          15.,         -12.,  -5.80000019
    614,         16.5,         -12.,  -5.80000019
    615,          18.,         -12.,  -5.80000019
    616,         19.5,         -12.,  -5.80000019
    617,         -12.,        -10.5,  -5.80000019
    618,        -10.5,        -10.5,  -5.80000019
    619,          -9.,        -10.5,  -5.80000019
    620,         -7.5,        -10.5,  -5.80000019
    621,          -6.,        -10.5,  -5.80000019
    622,         -4.5,        -10.5,  -5.80000019
    623,          -3.,        -10.5,  -5.80000019
    624,         -1.5,        -10.5,  -5.80000019
    625, 2.23517006e-07,        -10.5,  -5.80000019
    626,          1.5,        -10.5,  -5.80000019
    627,           3.,        -10.5,  -5.80000019
    628,          4.5,        -10.5,  -5.80000019
    629,           6.,        -10.5,  -5.80000019
    630,          7.5,        -10.5,  -5.80000019
    631,           9.,        -10.5,  -5.80000019
    632,         10.5,        -10.5,  -5.80000019
    633,          12.,        -10.5,  -5.80000019
    634,         13.5,        -10.5,  -5.80000019
    635,          15.,        -10.5,  -5.80000019
    636,         16.5,        -10.5,  -5.80000019
    637,          18.,        -10.5,  -5.80000019
    638,         19.5,        -10.5,  -5.80000019
    639,         -12.,          -9.,  -5.80000019
    640,        -10.5,          -9.,  -5.80000019
    641,          -9.,          -9.,  -5.80000019
    642,         -7.5,          -9.,  -5.80000019
    643,          -6.,          -9.,  -5.80000019
    644,         -4.5,          -9.,  -5.80000019
    645,          -3.,          -9.,  -5.80000019
    646,         -1.5,          -9.,  -5.80000019
    647, 2.23517006e-07,          -9.,  -5.80000019
    648,          1.5,          -9.,  -5.80000019
    649,           3.,          -9.,  -5.80000019
    650,          4.5,          -9.,  -5.80000019
    651,           6.,          -9.,  -5.80000019
    652,          7.5,          -9.,  -5.80000019
    653,           9.,          -9.,  -5.80000019
    654,         10.5,          -9.,  -5.80000019
